id,scientificName,taxonID,genus,year,country,countryCode,stateProvince,decimalLatitude,decimalLongitude,verbatimCoordinates
1818363,Usnea amblyoclada,54631,Usnea,2009,United States,US,Arizona,34.2175,-111.332778,"34d 13' 03"" N 111d 19' 58"" W"
1818364,Usnea hirta,54670,Usnea,2009,United States,US,Arizona,34.2175,-111.332778,"34d 13' 03"" N 111d 19' 58"" W"
2688028,Usnea cavernosa,54640,Usnea,2005,United States,US,Arizona,32.625,-109.8333333,
2688032,Usnea intermedia,54720,Usnea,2005,United States,US,Arizona,32.6583333,-109.8666667,
2689957,Usnea hirta,54670,Usnea,2003,United States,US,Arizona,34.221389,-111.327778,"34d 13' 17"" N 111d 19' 40"" W"
2689959,Usnea arizonica,54634,Usnea,2003,United States,US,Arizona,32.436944,-110.757222,"32d 26' 13"" N 110d 45' 26"" W"
2697791,Usnea hirta,54670,Usnea,2010,United States,US,New Mexico,36.070833,-105.444444,"36d 04' 15"" N 105d 26' 40"" W"
2697792,Usnea lapponica,54671,Usnea,2010,United States,US,New Mexico,35.801667,-105.805,"35d 48' 06"" N 105d 48' 18"" W"
2697812,Usnea cavernosa,54640,Usnea,2010,United States,US,New Mexico,35.208056,-106.437222,"35d 12' 29"" N 106d 26' 14"" W"
2697814,Usnea substerilis,54704,Usnea,2010,United States,US,New Mexico,35.208056,-106.437222,"35d 12' 29"" N 106d 26' 14"" W"
2697816,Usnea lapponica,54671,Usnea,2010,United States,US,New Mexico,35.207778,-106.447222,"35d 12' 28"" N 106d 26' 50"" W"
2697822,Usnea arizonica,54634,Usnea,2010,United States,US,New Mexico,32.998333,-105.665833,"32d 59' 54"" N 105d 39' 57"" W"
2697829,Usnea hirta,54670,Usnea,2010,United States,US,New Mexico,35.056389,-108.080556,"35d 03' 23"" N 108d 04' 50"" W"
2697831,Usnea hirta,54670,Usnea,2010,United States,US,New Mexico,35.085278,-108.056389,"35d 05' 07"" N 108d 03' 23"" W"
2698038,Usnea scabrata,54693,Usnea,2010,United States,US,New Mexico,36.673833,-105.516056,"36d 40' 25.8"" N 105d 30' 57.8"" W"
2698039,Usnea scabrata,54693,Usnea,2010,United States,US,New Mexico,36.65,-105.377,"36d 39' 00"" N 105d 22' 37.2"" W"
2698040,Usnea cavernosa,54640,Usnea,2010,United States,US,New Mexico,36.7015,-105.345111,"36d 42' 5.4"" N 105d 20' 42.4"" W"
2698042,Usnea scabrata,54693,Usnea,2010,United States,US,New Mexico,36.576667,-105.440278,"36d 34' 36"" N 105d 26' 25"" W"
2698043,Usnea cavernosa,54640,Usnea,2010,United States,US,New Mexico,36.576667,-105.440278,"36d 34' 36"" N 105d 26' 25"" W"
2698045,Usnea lapponica,54671,Usnea,2010,United States,US,New Mexico,36.206667,-105.589722,"36d 12' 24"" N 105d 35' 23"" W"
2698048,Usnea substerilis,54704,Usnea,2010,United States,US,New Mexico,35.713611,-105.465556,"35d 42' 49"" N 105d 27' 56"" W"
2698050,Usnea scabrata,54693,Usnea,2010,United States,US,New Mexico,35.713611,-105.465556,"35d 42' 49"" N 105d 27' 56"" W"
2698051,Usnea scabrata,54693,Usnea,2010,United States,US,New Mexico,35.720833,-105.498889,"35d 43' 15"" N 105d 29' 56"" W"
2698053,Usnea cavernosa,54640,Usnea,2010,United States,US,New Mexico,35.720833,-105.498889,"35d 43' 15"" N 105d 29' 56"" W"
2698054,Usnea arizonica,54634,Usnea,2010,United States,US,New Mexico,32.789167,-105.813056,"32° 47' 21"" N 105° 48' 47"" W"
2698056,Usnea arizonica,54634,Usnea,2010,United States,US,New Mexico,32.985556,-105.730833,"32d 59' 08"" N 105d 43' 51"" W"
2698061,Usnea cavernosa,54640,Usnea,2010,United States,US,New Mexico,33.000556,-105.720278,"33d 00' 02"" N 105d 43' 13"" W"
2698062,Usnea arizonica,54634,Usnea,2010,United States,US,New Mexico,32.967778,-105.731667,"32d 58' 04"" N 105d 43' 54"" W"
2698063,Usnea cavernosa,54640,Usnea,2010,United States,US,New Mexico,32.967778,-105.731667,"32d 58' 04"" N 105d 43' 54"" W"
2698064,Usnea arizonica,54634,Usnea,2010,United States,US,New Mexico,32.843889,-105.791389,"32d 50' 38"" N 105d 47' 29"" W"
2733813,Usnea scabrata,54693,Usnea,2010,United States,US,New Mexico,33.000556,-105.720278,"33d 00' 02"" N 105d 43' 13"" W"
2935079,Usnea,52074,Usnea,2009,United States,US,Arizona,32.376622,-110.686991,"34d 13' 03"" N 111d 19' 58"" W"
2935080,Usnea cavernosa,54640,Usnea,2009,United States,US,Arizona,32.376063,-110.687621,
3358779,Usnea intermedia,54720,Usnea,2017,United States,US,Arizona,35.003469,-111.76206,UTM 12 S 0430463 3873693
3358780,Usnea hirta,54670,Usnea,2016,United States,US,Arizona,35.000241,-111.738634,UTM 12 S 0432598 3873319
3512756,Usnea,52074,Usnea,2019,United States,US,Arizona,33.370972,-111.700306,"33°22'15.5''N, 111°42'1.1''W,"
3512766,Usnea,52074,Usnea,2019,United States,US,Arizona,33.370972,-111.700306,"33°22'15.5''N, 111°42'1.1''W,"
3512771,Usnea parvula,54722,Usnea,2019,United States,US,Arizona,33.397806,-110.689139,"33°23'52.1''N, 110°41'20.9''W,"
3512883,Usnea,52074,Usnea,2019,United States,US,Arizona,32.376922,-110.687517,"32°22'36.92""N, 110°41'15.06""W"
3513042,Usnea parvula,54722,Usnea,2019,United States,US,Arizona,32.397629,-110.689239,
3530257,Usnea,52074,Usnea,2019,United States,US,Arizona,33.22213,-111.41398,
3530260,Usnea parvula,54722,Usnea,2019,United States,US,Arizona,33.23521,-110.41209,
3530384,Usnea,52074,Usnea,2019,United States,US,Arizona,32.372531,-110.694519,
3530615,Usnea parvula,54722,Usnea,2019,United States,US,Arizona,32.39809,-110.689066,
3530617,Usnea cavernosa,54640,Usnea,2019,United States,US,Arizona,32.39809,-110.689066,
3530651,Usnea cavernosa,54640,Usnea,2019,United States,US,Arizona,32.39809,-110.689066,
3530660,Usnea,52074,Usnea,2019,United States,US,Arizona,33.397806,-110.689139,"33°23'52.1''N, 110°41'20.9''W"
3530665,Usnea,52074,Usnea,2019,United States,US,Arizona,33.370972,-111.700306,"33°22'15.5''N, 111°42'1.1''W"
3530666,Usnea,52074,Usnea,2019,United States,US,Arizona,33.370972,-111.700306,"33°22'15.5''N, 111°42'1.1''W"
3530678,Usnea,52074,Usnea,2019,United States,US,Arizona,33.397806,-110.689139,"33°23'52.1''N,110°41'20.9''W"
3530778,Usnea,52074,Usnea,2019,United States,US,Arizona,33.397806,-110.689139,"33°23'52.1''N,110°41'20.9''W"
3530779,Usnea,52074,Usnea,2019,United States,US,Arizona,33.397806,-110.689139,"33°23'52.1''N,110°41'20.9''W"
3534109,Usnea intermedia,54720,Usnea,2019,United States,US,Arizona,35.003949,-111.767456,UTM 12S 0429971 3873750
3753265,Usnea hirta,54670,Usnea,2019,United States,US,Arizona,34.926572,-111.837068,UTM 12 S 0422052 3867225
4517493,Usnea hirta,54670,Usnea,2005,United States,US,Arizona,34.1,-110.95,
4519564,Usnea cavernosa,54640,Usnea,2005,United States,US,Arizona,34.1,-110.95,
4619695,Usnea amblyoclada,54631,Usnea,2005,United States,US,Arizona,31.711472,-110.87025,"31°42'41.3""N,110°52'12.9""W"
4659757,Usnea pensylvanica,54685,Usnea,2010,United States,US,Florida,29.4369,-81.7642,29° 26.21m N; 81° 45.85m W
4659764,Usnea strigosa,54697,Usnea,2010,United States,US,Florida,29.3402,-81.7288,29° 20.41m N; 81° 43.73m W
4659787,Usnea lapponica,54671,Usnea,2011,United States,US,New Mexico,36.41,-105.32,36° 24.6m N; 105° 19.2m W
4659810,Usnea subfusca,54701,Usnea,2011,United States,US,North Carolina,35.6496,-83.0527,35° 38.98m N; 83° 3.16m W
4659811,Usnea strigosa,54697,Usnea,2011,United States,US,North Carolina,35.6496,-83.0527,35° 38.98m N; 83° 3.16m W
4659812,Usnea strigosa,54697,Usnea,2011,United States,US,North Carolina,35.6496,-83.0527,35° 38.98m N; 83° 3.16m W
4659817,Usnea strigosa,54697,Usnea,2011,United States,US,North Carolina,35.64,-83.07,35° 38.4m N; 83° 4.2m W
4659823,Usnea halei,54668,Usnea,2011,United States,US,North Carolina,35.6632,-83.0649,35° 39.79m N; 83° 3.89m W
4659825,Usnea subscabrosa,54703,Usnea,2011,United States,US,North Carolina,35.6745,-83.0584,35° 40.47m N; 83° 3.5m W
4659828,Usnea ceratina,54641,Usnea,2011,United States,US,North Carolina,35.66,-83.06,35° 39.6m N; 83° 3.6m W
4659829,Usnea cornuta,54647,Usnea,2011,United States,US,North Carolina,35.66,-83.06,35° 39.6m N; 83° 3.6m W
4659845,Usnea ceratina,54641,Usnea,2011,United States,US,North Carolina,35.585,-83.063,35° 35.1m N; 83° 3.78m W
4659880,Usnea ceratina,54641,Usnea,2011,United States,US,Tennessee,35.73,-83.2,35° 43.8m N; 83° 12m W
4659895,Usnea subscabrosa,54703,Usnea,2011,United States,US,Florida,27.6888,-81.4367,27° 41.33m N; 81° 26.2m W
4659905,Usnea pensylvanica,54685,Usnea,2011,United States,US,Florida,27.7124,-81.4417,27° 42.74m N; 81° 26.5m W
4659909,Usnea amblyoclada,54631,Usnea,2011,United States,US,North Carolina,35.6877,-83.0585,35° 41.26m N; 83° 3.51m W
4659928,Usnea subscabrosa,54703,Usnea,2011,United States,US,Tennessee,36.16,-82.092,36° 9.6m N; 82° 5.52m W
4659956,Usnea pensylvanica,54685,Usnea,2011,United States,US,Tennessee,36.1597,-82.0925,36° 9.58m N; 82° 5.55m W
4660026,Usnea halei,54668,Usnea,2011,United States,US,Tennessee,35.8665,-84.8919,35° 51.99m N; 84° 53.51m W
4660106,Usnea trichodea,54706,Usnea,2013,United States,US,North Carolina,35.662,-83.073,35° 39.72m N; 83° 4.38m W
4660137,Usnea strigosa,54697,Usnea,2013,United States,US,North Carolina,35.964,-75.634,35° 57.84m N; 75° 38.04m W
4660171,Usnea amblyoclada,54631,Usnea,2013,United States,US,Kentucky,36.9615,-84.3455,36° 57.69m N; 84° 20.73m W
4660195,Usnea subscabrosa,54703,Usnea,2013,United States,US,Georgia,31.6415,-81.3953,31° 38.49m N; 81° 23.72m W
4660196,Usnea subscabrosa,54703,Usnea,2013,United States,US,Georgia,31.6415,-81.3953,31° 38.49m N; 81° 23.72m W
4660197,Usnea subscabrosa,54703,Usnea,2013,United States,US,Georgia,31.6415,-81.3953,31° 38.49m N; 81° 23.72m W
4660198,Usnea mutabilis,54679,Usnea,2013,United States,US,Georgia,31.6415,-81.3953,31° 38.49m N; 81° 23.72m W
4660199,Usnea mutabilis,54679,Usnea,2013,United States,US,Georgia,31.6415,-81.3953,31° 38.49m N; 81° 23.72m W
4660200,Usnea pensylvanica,54685,Usnea,2013,United States,US,Georgia,31.6415,-81.3953,31° 38.49m N; 81° 23.72m W
4660201,Usnea endochrysea,54653,Usnea,2013,United States,US,Georgia,31.6415,-81.3953,31° 38.49m N; 81° 23.72m W
4660206,Usnea dimorpha,54650,Usnea,2013,United States,US,Florida,29.1681,-81.6809,29° 10.09m N; 81° 40.85m W
4660210,Usnea dimorpha,54650,Usnea,2013,United States,US,Florida,29.1697,-81.6775,29° 10.18m N; 81° 40.65m W
4660211,Usnea dimorpha,54650,Usnea,2013,United States,US,Florida,29.1697,-81.6775,29° 10.18m N; 81° 40.65m W
4660213,Usnea trichodea,54706,Usnea,2013,United States,US,Florida,29.1692,-81.6779,29° 10.15m N; 81° 40.67m W
4660235,Usnea lapponica,54671,Usnea,2013,United States,US,Idaho,47.6207,-116.5333,47° 37.24m N; 116° 32m W
4660236,Usnea scabrata,54693,Usnea,2013,United States,US,Idaho,47.6207,-116.5333,47° 37.24m N; 116° 32m W
4660292,Usnea mutabilis,54679,Usnea,2013,United States,US,Kentucky,36.9615,-84.3455,36° 57.69m N; 84° 20.73m W
4660293,Usnea subscabrosa,54703,Usnea,2013,United States,US,Kentucky,36.9615,-84.3455,36° 57.69m N; 84° 20.73m W
4811277,Usnea substerilis,54704,Usnea,2022,United States,US,Arizona,34.708278,-111.097389,"34°42'29.8""N 111°05'50.6""W"
4811415,Usnea subelegans,126962,Usnea,2022,United States,US,Arizona,34.708274,-111.097378,"34.708274, -111.097378"
4811450,Usnea amblyoclada,54631,Usnea,2022,United States,US,Arizona,34.708274,-111.097378,
4813057,Usnea,52074,Usnea,2021,United States,US,Arizona,34.319293,-110.877418,
4813065,Usnea dasopoga,257426,Usnea,2021,United States,US,Arizona,34.319293,-110.877418,
4813087,Usnea intermedia,54720,Usnea,2021,United States,US,Arizona,34.320391,-110.876904,
4850657,Usnea parvula,54722,Usnea,2022,United States,US,Arizona,34.90386,-111.858729,12s 0421547 3862718
5416456,Usnea hirta subsp. hirta,125996,Usnea,2023,United States,US,Arizona,34.788318,-111.537522,
5647694,Usnea Hirta,54670,Usnea,2023,United States,US,Arizona,34.8988917,-111.653803,
5647701,Usnea hirta,54670,Usnea,2023,United States,US,Arizona,34.897807,-111.669249,
5647708,Usnea subfloridana,54700,Usnea,2023,United States,US,Arizona,34.788318,-111.537522,
5647795,Usnea hirta,54670,Usnea,2023,United States,US,Arizona,34.898917,-111.652803,
5647796,Usnea hirta,54670,Usnea,2023,United States,US,Arizona,34.789754,-111.537101,
5781572,Usnea hirta,54670,Usnea,2024,United States,US,Arizona,34.95363,-111.9237,
5781770,Usnea hirta,54670,Usnea,2024,United States,US,Arizona,34.95446,-111.92383,
59700,Usnea hirta,54670,Usnea,2000,United States,US,New Mexico,35.1166667,-108.5,
68787,Usnea glabrescens,54666,Usnea,2000,United States,US,Oregon,44.13,-122.54,
69206,Usnea cavernosa,54640,Usnea,2001,United States,US,New Mexico,33.405,-105.7933333,
71890,Usnea arizonica,54634,Usnea,2001,United States,US,New Mexico,33.3558333,-105.6244444,
72024,Usnea ceratina,54641,Usnea,2000,United States,US,Alaska,59.23583,-135.445,
72025,Usnea glabrata,54665,Usnea,2001,United States,US,Alaska,63.3258333,-142.8358333,
75043,Usnea cavernosa,54640,Usnea,2002,United States,US,New Mexico,32.7211111,-105.6555556,
75045,Usnea amblyoclada,54631,Usnea,2002,United States,US,New Mexico,33.4416667,-105.7619444,
76232,Usnea mutabilis,54679,Usnea,2002,United States,US,North Carolina,34.0458333,-77.9138889,
76234,Usnea halei,54668,Usnea,2002,United States,US,North Carolina,35.1008333,-83.0652778,
76236,Usnea mutabilis,54679,Usnea,2002,United States,US,New Jersey,39.6516667,-74.6558333,
76237,Usnea strigosa subsp. major,56703,Usnea,2002,United States,US,North Carolina,34.6677778,-78.5644444,
77949,Usnea halei,54668,Usnea,2002,United States,US,North Carolina,35.032621,-83.288475,
77957,Usnea subscabrosa,54703,Usnea,2002,United States,US,North Carolina,35.0538889,-83.1888889,UTM 17 300384E 3880982N
78021,Usnea strigosa subsp. major,56703,Usnea,2002,United States,US,New Jersey,39.2891667,-74.9691667,
78023,Usnea ceratina,54641,Usnea,2002,United States,US,North Carolina,35.1011111,-83.0652778,
78024,Usnea strigosa subsp. major,56703,Usnea,2002,United States,US,New Jersey,39.3030556,-75.1311111,
78032,Usnea strigosa subsp. major,56703,Usnea,2002,United States,US,New Jersey,39.3030556,-75.1311111,
78033,Usnea subscabrosa,54703,Usnea,2002,United States,US,North Carolina,35.0538889,-83.1888889,
78129,Usnea wirthii,54711,Usnea,2000,United States,US,California,33.9666667,-119.7,
80860,Usnea glabrata,54665,Usnea,2003,United States,US,California,32.9158333,-116.8777778,
80861,Usnea hirta,54670,Usnea,2003,United States,US,California,32.8686111,-116.4305556,
80862,Usnea hirta,54670,Usnea,2003,United States,US,California,33.6547222,-117.4077778,
82162,Usnea strigosa subsp. major,56703,Usnea,2003,United States,US,New Jersey,39.4997222,-74.5866667,
83043,Usnea cavernosa,54640,Usnea,2003,United States,US,South Dakota,43.8291667,-103.5522222,
83078,Usnea endochrysea,54653,Usnea,2002,United States,US,North Carolina,34.5519444,-77.7936111,
83079,Usnea pensylvanica,54685,Usnea,2003,United States,US,North Carolina,34.5522222,-77.8030556,
84345,Usnea flavocardia,125921,Usnea,2003,United States,US,California,33.5080556,-117.3719444,
944144,Usnea lapponica,54671,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944145,Usnea lapponica,54671,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944165,Usnea scabrata,54693,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944166,Usnea scabrata,54693,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944167,Usnea subfloridana,54700,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944168,Usnea subfloridana,54700,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944169,Usnea flavocardia,125921,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944212,Usnea flavocardia,125921,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944213,Usnea flavocardia,125921,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944214,Usnea flavocardia,125921,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944215,Usnea flavocardia,125921,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944257,Usnea rubicunda,54691,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944258,Usnea rubicunda,54691,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944262,Usnea rubicunda,54691,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944279,Usnea cornuta,54647,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944294,Usnea glabrata,54665,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944295,Usnea glabrata,54665,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944335,Usnea mutabilis,54679,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944395,Usnea subscabrosa,54703,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
946379,Usnea silesiaca,125934,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944872,Usnea brattiae,126961,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944914,Usnea dasaea,54648,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
944942,Usnea fragilescens,54661,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
938994,Usnea mutabilis,54679,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
939063,Usnea subscabrosa,54703,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
940103,Usnea silesiaca,125934,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
87267,Usnea fulvoreagens,54663,Usnea,2003,United States,US,California,33.51,-117.3752778,
91928,Usnea arizonica,54634,Usnea,2003,United States,US,Arizona,36.4266667,-113.1283333,
92663,Usnea arizonica,54634,Usnea,2003,United States,US,Arizona,36.4266667,-113.1283333,
95135,Usnea merrillii,54675,Usnea,2002,United States,US,North Carolina,35.0477778,-83.1869444,
95230,Usnea mutabilis,54679,Usnea,2003,United States,US,North Carolina,34.6988889,-76.8322222,
95236,Usnea strigosa subsp. major,56703,Usnea,2002,United States,US,North Carolina,35.0538889,-83.1888889,
95238,Usnea pensylvanica,54685,Usnea,2003,United States,US,North Carolina,34.5519444,-77.8113889,
95292,Usnea strigosa subsp. major,56703,Usnea,2003,United States,US,New Jersey,39.3025,-75.0886111,
100901,Usnea amblyoclada,54631,Usnea,2003,United States,US,New Mexico,31.5169444,-109.0008333,
102251,Usnea strigosa,54697,Usnea,2004,United States,US,North Carolina,34.5519444,-77.8113889,
102261,Usnea filipendula,54658,Usnea,2004,United States,US,New York,44.2930556,-73.9333333,
103372,Usnea lapponica,54671,Usnea,2005,United States,US,Arizona,33.9194444,-109.4633333,
103666,Usnea esperantiana,54655,Usnea,2003,United States,US,Washington,47.650093,-122.8471,
103669,Usnea rubicunda,54691,Usnea,2003,United States,US,Washington,46.890833,-124.11,
103670,Usnea scabrata subsp. nylanderiana,68966,Usnea,2003,United States,US,Washington,46.890833,-124.11,
103703,Usnea intermedia,54720,Usnea,2005,United States,US,Arizona,32.6583333,-109.8666667,
103705,Usnea cavernosa,54640,Usnea,2005,United States,US,Arizona,32.625,-109.8333333,
104027,Usnea arizonica,54634,Usnea,2004,United States,US,New Mexico,33.4063889,-108.5991667,
104043,Usnea cavernosa,54640,Usnea,2004,United States,US,New Mexico,33.4063889,-108.5991667,
104048,Usnea rubicunda,54691,Usnea,2001,United States,US,Oregon,45.5733333,-124.6547222,
104199,Usnea cornuta,54647,Usnea,2003,United States,US,Washington,46.890833,-124.11,
104201,Usnea subfloridana,54700,Usnea,2003,United States,US,Washington,47.650093,-122.8471,
104211,Usnea ceratina,54641,Usnea,2003,United States,US,Washington,46.9,-124.1,
104217,Usnea filipendula,54658,Usnea,2003,United States,US,Washington,47.650093,-122.8471,
940766,Usnea cornuta subsp. brasiliensis,189377,Usnea,2006,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
940777,Usnea silesiaca,125934,Usnea,2000,United States,US,California,34.0166667,-119.7166667,34d 1m 0s N  119d 43m 0s W
104681,Usnea mutabilis,54679,Usnea,2000,United States,US,California,35.309713,-120.8393,
104765,Usnea rubicunda,54691,Usnea,2006,United States,US,California,33.9836111,-120.075,
106157,Usnea cornuta,54647,Usnea,2006,United States,US,Maine,44.8083333,-66.95,
106158,Usnea trichodea,54706,Usnea,2006,United States,US,Maine,44.8083333,-66.9583333,
106199,Usnea strigosa,54697,Usnea,2006,United States,US,Rhode Island,41.5188889,-71.5905556,
106244,Usnea lapponica,54671,Usnea,2006,United States,US,Wyoming,43.777959,-110.716541,
106688,Usnea michauxii,54676,Usnea,2006,United States,US,Florida,30.4908333,-81.4419444,
710025,Usnea strigosa,54697,Usnea,2003,United States,US,North Carolina,34.55194444,-77.81138889,
4929271,Usnea mutabilis,54679,Usnea,2018,United States,US,Alabama,33.281998,-85.646501,"33.2819980000, -85.6465010000"
4929901,Usnea strigosa,54697,Usnea,2015,United States,US,Alabama,34.018934,-88.053024,"34.0189340000, -88.0530240000"
4928158,Usnea strigosa,54697,Usnea,2017,United States,US,Alabama,34.66708,-86.67736,"34.6670800000, -86.6773600000"
4928272,Usnea subscabrosa,54703,Usnea,2017,United States,US,Alabama,34.68375,-86.65044,"34.6837500000, -86.6504400000"
4928143,Usnea strigosa,54697,Usnea,2017,United States,US,Alabama,32.662024,-85.486715,"32.6620240000, -85.4867150000"
4928701,Usnea subscabrosa,54703,Usnea,2016,United States,US,North Carolina,35.431705,-83.823391,"35.4317050000, -83.8233910000"
4928732,Usnea subscabrosa,54703,Usnea,2018,United States,US,Alabama,33.49549,-85.80769,"33.4954900000, -85.8076900000"
4929420,Usnea subscabrosa,54703,Usnea,2017,United States,US,Alabama,33.05805556,-87.03833333,"33.0580555556, -87.0383333333"
4929094,Usnea strigosa,54697,Usnea,2017,United States,US,Alabama,32.65097,-85.92018,"32.6509700000, -85.9201800000"
4929039,Usnea strigosa,54697,Usnea,2017,United States,US,Alabama,32.63589,-85.9281,"32.6358900000, -85.9281000000"
4929685,Usnea subfloridana,54700,Usnea,2006,United States,US,Alabama,34.97712,-86.08174,"34.9771200000, -86.0817400000"
4928517,Usnea strigosa,54697,Usnea,2017,United States,US,Alabama,33.194722,-86.063889,"33.1947220000, -86.0638890000"
4928443,Usnea strigosa,54697,Usnea,2019,United States,US,Alabama,32.54995,-85.48018,"32.5499500000, -85.4801800000"
4928536,Usnea mutabilis,54679,Usnea,2018,United States,US,Alabama,33.00461,-87.69193,"33.0046100000, -87.6919300000"
4927913,Usnea strigosa,54697,Usnea,2015,United States,US,Alabama,34.54684,-86.85154,"34.5468400000, -86.8515400000"
4928437,Usnea strigosa,54697,Usnea,2018,United States,US,Tennessee,36.12498,-84.49493,"36.1249800000, -84.4949300000"
4928401,Usnea halei,54668,Usnea,2017,United States,US,Alabama,34.56713,-86.63551,"34.5671300000, -86.6355100000"
4928499,Usnea subscabrosa,54703,Usnea,2017,United States,US,Alabama,33.194722,-86.063889,"33.1947220000, -86.0638890000"
4929587,Usnea endochrysea,54653,Usnea,2016,United States,US,Alabama,34.305,-87.50305556,"34.3050000000, -87.5030555556"
4928380,Usnea strigosa,54697,Usnea,2017,United States,US,Alabama,34.57014,-86.6353,"34.5701400000, -86.6353000000"
4929656,Usnea subscabrosa,54703,Usnea,2006,United States,US,Alabama,34.980244,-86.083429,"34.9802440000, -86.0834290000"
4928581,Usnea subscabrosa,54703,Usnea,2018,United States,US,Alabama,33.47488,-85.8203,"33.4748800000, -85.8203000000"
4928070,Usnea strigosa,54697,Usnea,2017,United States,US,Alabama,34.66906,-86.71234,"34.6690600000, -86.7123400000"
4928695,Usnea subscabrosa,54703,Usnea,2016,United States,US,North Carolina,35.429101,-83.755233,"35.4291010000, -83.7552330000"
4929696,Usnea strigosa,54697,Usnea,2006,United States,US,Alabama,34.97712,-86.08174,"34.9771200000, -86.0817400000"
4929768,Usnea strigosa,54697,Usnea,2019,United States,US,Alabama,32.382264,-85.270908,"32.3822640000, -85.2709080000"
4928694,Usnea rubicunda,54691,Usnea,2016,United States,US,North Carolina,35.429101,-83.755233,"35.4291010000, -83.7552330000"
4928188,Usnea strigosa,54697,Usnea,2017,United States,US,Alabama,34.64766,-86.68536,"34.6476600000, -86.6853600000"
4929655,Usnea rubicunda,54691,Usnea,2006,United States,US,Alabama,34.980244,-86.083429,"34.9802440000, -86.0834290000"
4928454,Usnea subscabrosa,54703,Usnea,2021,United States,US,Alabama,32.58746,-85.41372,"32.5874600000, -85.4137200000"
4928776,Usnea rubicunda,54691,Usnea,2022,United States,US,Mississippi,30.988975,-88.620404,"30.9889750000, -88.6204040000"
4929035,Usnea trichodea,54706,Usnea,2006,United States,US,Alabama,33.05793,-87.03891,"33.0579300000, -87.0389100000"
4929001,Usnea strigosa,54697,Usnea,2022,United States,US,Mississippi,31.460929,-88.766928,"31.4609290000, -88.7669280000"
4929325,Usnea trichodea,54706,Usnea,2017,United States,US,Alabama,34.30916667,-87.39472222,"34.3091666667, -87.3947222222"
4928880,Usnea rubicunda,54691,Usnea,2017,United States,US,Alabama,33.058056,-87.038333,"33.0580560000, -87.0383330000"
4928864,Usnea endochrysea,54653,Usnea,2017,United States,US,Alabama,33.058056,-87.038333,"33.0580560000, -87.0383330000"
4928542,Usnea rubicunda,54691,Usnea,2018,United States,US,Alabama,33.00449,-87.68061,"33.0044900000, -87.6806100000"
4928672,Usnea strigosa,54697,Usnea,2018,United States,US,Alabama,33.00652,-87.68071,"33.0065200000, -87.6807100000"
4928574,Usnea mutabilis,54679,Usnea,2018,United States,US,Alabama,33.00401,-87.68076,"33.0040100000, -87.6807600000"
4928728,Usnea diplotypus,54651,Usnea,2018,United States,US,Alabama,33.49549,-85.80769,"33.4954900000, -85.8076900000"
4928453,Usnea strigosa,54697,Usnea,2021,United States,US,Alabama,32.58753,-85.41407,"32.5875300000, -85.4140700000"
